token,token_URIs,passage_URIs,SENTENCE,synset_URIs
adeat,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0001313,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_11/Paragraphus_2,"Huic mandat, Remos reliquosque Belgas adeat atque in officio contineat Germanosque, qui auxilio a Belgis arcessiti dicebantur, si per vim navibus flumen transire conentur, prohibeat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
conuenire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0001394,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_11/Paragraphus_5,"Brutum adulescentem classi Gallicisque navibus, quas ex Pictonibus et Santonis reliquisque pacatis regionibus convenire iusserat, praeficit et, cum primum possit, in Venetos proficisci iubet",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
congressus,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0001641,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_13/Paragraphus_7,"Cum his navibus nostrae classi eius modi congressus erat ut una celeritate et pulsu remorum praestaret, reliqua pro loci natura, pro vi tempestatum illis essent aptiora et accommodatiora",
conuenit,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0001744,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_14/Paragraphus_2,"Quae ubi convenit ac primum ab hostibus visa est, circiter CCXX naves eorum paratissimae atque omni genere armorum ornatissimae profectae ex portu nostris adversae constiterunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
conuenerant,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002049,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_16/Paragraphus_2,"Nam cum omnis iuventus, omnes etiam gravioris aetatis in quibus aliquid consilii aut dignitatis fuit eo convenerant, tum navium quod ubique fuerat in unum locum coegerant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
peruenit,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002121,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_17/Paragraphus_1,Titurius Sabinus cum iis copiis quas a Caesare acceperat in fines Venellorum pervenit,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
conuenerat,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002175,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_17/Paragraphus_4,"magnaque praeterea multitudo undique ex Gallia perditorum hominum latronumque convenerat, quos spes praedandi studiumque bellandi ab agri cultura et cotidiano labore revocabat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
transeat,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002297,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_18/Paragraphus_2,"Huic magnis praemiis pollicitationibusque persuadet uti ad hostes transeat, et quid fieri velit edocet",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/01839438-v
peruenerunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002463,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_19/Paragraphus_1,"Huc magno cursu contenderunt, ut quam minimum spatii ad se colligendos armandosque Romanis daretur, exanimatique pervenerunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
peruenisset,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002580,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_20/Paragraphus_1,"Crassus., cum in Aquitaniam pervenisset, quae [pars], ut ante dictum est, [et regionum latitudine et multitudine hominum] tertia pars Galliae est [aestimanda], cum intellegeret in iis locis sibi bellum gerendum ubi paucis ante annis L. Valerius Praeconinus legatus exercitu pulso interfectus esset atque unde L. Manlius proconsul impedimentis amissis profugisset, non mediocrem sibi diligentiam adhibendam intellegebat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
profugisset,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002626,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_20/Paragraphus_1,"Crassus., cum in Aquitaniam pervenisset, quae [pars], ut ante dictum est, [et regionum latitudine et multitudine hominum] tertia pars Galliae est [aestimanda], cum intellegeret in iis locis sibi bellum gerendum ubi paucis ante annis L. Valerius Praeconinus legatus exercitu pulso interfectus esset atque unde L. Manlius proconsul impedimentis amissis profugisset, non mediocrem sibi diligentiam adhibendam intellegebat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02079709-v
concurrissent,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0002908,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_22/Paragraphus_4,"neque adhuc hominum memoria repertus est quisquam qui, eo interfecto cuius se amicitiae devovisset, mortem recusaret— cum his Adiatunnus eruptionem facere conatus clamore ab ea parte munitionis sublato cum ad arma milites concurrissent vehementerque ibi pugnatum esset, repulsus in oppidum tamen uti eadem deditionis condicione uteretur a Crasso impetravit",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02029199-v
circumitis,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003259,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_25/Paragraphus_2,"Ibi cum alii fossas complerent, alii multis telis coniectis defensores vallo munitionibusque depellerent, auxiliaresque, quibus ad pugnam non multum Crassus confidebat, lapidibus telisque subministrandis et ad aggerem caespitibus comportandis speciem atque opinionem pugnantium praeberent, cum item ab hostibus constanter ac non timide pugnaretur telaque ex loco superiore missa non frustra acciderent, equites circumitis hostium castris Crasso renuntiaverunt non eadem esse diligentia ab decumana porta castra munita facilemque aditum habere",
peruenerunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003330,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_26/Paragraphus_2,"Illi, ut erat imperatum, eductis iis cohortibus quae praesidio castris relictae intritae ab labore erant, et longiore itinere circumductis, ne ex hostium castris conspici possent, omnium oculis mentibusque ad pugnam intentis celeriter ad eas quas diximus munitiones pervenerunt atque his prorutis prius in hostium castris constiterunt quam plane ab his videri aut quid rei gereretur cognosci posset",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
circumuenti,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003372,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_26/Paragraphus_5,Hostes undique circumventi desperatis omnibus rebus se per munitiones deicere et fuga salutem petere contenderunt,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02089693-v
conuenisse,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003399,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_26/Paragraphus_6,"Quos equitatus apertissimis campis consectatus ex milium L numero, quae ex Aquitania Cantabrisque convenisse constabat, vix quarta parte relicta, multa nocte se in castra recepit",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
peruenisset,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003531,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_28/Paragraphus_3,"Ad quarum initium silvarum cum Caesar pervenisset castraque munire instituisset neque hostis interim visus esset, dispersis in opere nostris subito ex omnibus partibus silvae evolaverunt et in nostros impetum fecerunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
euolauerunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG3.BPN_t_0003550,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_3/Capitulum_28/Paragraphus_3,"Ad quarum initium silvarum cum Caesar pervenisset castraque munire instituisset neque hostis interim visus esset, dispersis in opere nostris subito ex omnibus partibus silvae evolaverunt et in nostros impetum fecerunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02065423-v
transierunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000024,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_1/Paragraphus_1,"Ea quae secuta est hieme, qui fuit annus Cn. Pompeio, M. Crasso consulibus, Usipetes Germani et item Tencteri magna [cum] multitudine hominum flumen Rhenum transierunt, non longe a mari, quo Rhenus influit",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transeundi,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000033,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_1/Paragraphus_2,Causa transeundi fuit quod ab Suebis complures annos exagitati bello premebantur et agri cultura prohibebantur,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
adire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000291,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_2/Paragraphus_5,Itaque ad quemvis numerum ephippiatorum equitum quamvis pauci adire audent,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/01853188-v
peruenerunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000444,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_4/Paragraphus_1,"In eadem causa fuerunt Usipetes et Tencteri, quos supra diximus; qui complures annos Sueborum vim sustinuerunt, ad extremum tamen agris expulsi et multis locis Germaniae triennium vagati ad Rhenum pervenerunt, quas regiones Menapii incolebant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000478,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_4/Paragraphus_3,"sed tantae multitudinis adventu perterriti ex iis aedificiis quae trans flumen habuerant demigraverant, et cis Rhenum dispositis praesidiis Germanos transire prohibebant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000492,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_4/Paragraphus_4,"Illi omnia experti, cum neque vi contendere propter inopiam navium neque clam transire propter custodias Menapiorum possent, reverti se in suas sedes regionesque simulaverunt et tridui viam progressi rursus reverterunt atque omni hoc itinere una nocte equitatu confecto inscios inopinantes Menapios oppresserunt, qui de Germanorum discessu per exploratores certiores facti sine metu trans Rhenum in suos vicos remigraverant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
progressi,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000508,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_4/Paragraphus_5,"Illi omnia experti, cum neque vi contendere propter inopiam navium neque clam transire propter custodias Menapiorum possent, reverti se in suas sedes regionesque simulaverunt et tridui viam progressi rursus reverterunt atque omni hoc itinere una nocte equitatu confecto inscios inopinantes Menapios oppresserunt, qui de Germanorum discessu per exploratores certiores facti sine metu trans Rhenum in suos vicos remigraverant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/01999581-v
transierunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000557,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_4/Paragraphus_7,"His interfectis navibus eorum occupatis, prius quam ea pars Menapiorum quae citra Rhenum erat certior fieret, flumen transierunt atque omnibus eorum aedificiis occupatis reliquam partem hiemis se eorum copiis aluerunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
ineunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000646,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_5/Paragraphus_3,"His rebus atque auditionibus permoti de summis saepe rebus consilia ineunt, quorum eos in vestigio paenitere necesse est, cum incertis rumoribus serviant et pleri ad voluntatem eorum ficta respondeant",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/00699355-v
occurreret,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0000672,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_6/Paragraphus_1,"Qua consuetudine cognita Caesar, ne graviori bello, occurreret, maturius quam consuerat ad exercitum proficiscitur",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02376078-v
congressi,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001111,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_11/Paragraphus_1,qui in itinere congressi magnopere ne longius progrederetur orabant,
conuenirent,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001203,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_11/Paragraphus_5,"huc postero die quam frequentissimi convenirent, ut de eorum postulatis cognosceret",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
circumuentus,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001375,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_12/Paragraphus_6,"cum circumventus multis vulneribus acceptis cecidisset atque id frater, qui iam proelio excesserat, procul animadvertisset, incitato equo se hostibus obtulit atque interfectus est",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02089693-v
peruenit,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001564,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_14/Paragraphus_1,"Acie triplici instituta et celeriter VIII milium itinere confecto, prius ad hostium castra pervenit quam quid ageretur Germani sentire possent",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
transierant,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001652,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_14/Paragraphus_5,"at reliqua multitudo puerorum mulierumque (nam cum omnibus suis domo excesserant Rhenum transierant) passim fugere coepit, ad quos consectandos Caesar equitatum misit",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
peruenissent,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001688,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_15/Paragraphus_2,"Germani post tergum clamore audito, cum suos interfici viderent, armis abiectis signis militaribus relictis se ex castris eiecerunt, et cum ad confluentem Mosae et Rheni pervenissent, reliqua fuga desperata, magno numero interfecto, reliqui se in flumen praecipitaverunt atque ibi timore, lassitudine, vi fluminis oppressi perierunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
perierunt,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001707,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_15/Paragraphus_2,"Germani post tergum clamore audito, cum suos interfici viderent, armis abiectis signis militaribus relictis se ex castris eiecerunt, et cum ad confluentem Mosae et Rheni pervenissent, reliqua fuga desperata, magno numero interfecto, reliqui se in flumen praecipitaverunt atque ibi timore, lassitudine, vi fluminis oppressi perierunt",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/00359085-v
transeundum,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001770,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_16/Paragraphus_1,Germanico bello confecto multis de causis Caesar statuit sibi Rhenum esse transeundum,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001802,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_16/Paragraphus_1,"quarum illa fuit iustissima quod, cum videret Germanos tam facile impelli ut in Galliam venirent, suis quoque rebus eos timere voluit, cum intellegerent et posse et audere populi Romani exercitum Rhenum transire",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transisse,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001820,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_16/Paragraphus_2,"Accessit etiam quod illa pars equitatus Usipetum et Tencterorum, quam supra commemoravi praedandi frumentandique causa Mosam transisse neque proelio interfuisse, post fugam suorum se trans Rhenum in fines Sugambrorum receperat seque cum his coniunxerat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001868,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_16/Paragraphus_4,"si se invito Germanos in Galliam transire non aequum existimaret, cur sui quicquam esse imperii aut potestatis trans Rhenum postularet?",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/01839438-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001973,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_17/Paragraphus_1,Caesar his de causis quas commemoravi Rhenum transire decreverat,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
transire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0001977,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_17/Paragraphus_1,sed navibus transire neque satis tutum esse arbitrabatur neque suae neque populi Romani dignitatis esse statuebat,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02054081-v
conuenirent,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002338,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_19/Paragraphus_2,"Suebos, postea quam per exploratores pontem fieri comperissent, more suo concilio habito nuntios in omnes partes dimisisse, uti de oppidis demigrarent, liberos, uxores suaque omnia in silvis deponerent atque omnes qui arma ferre possent unum in locum convenirent",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
adiisset,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002457,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_20/Paragraphus_2,"Exigua parte aestatis reliqua Caesar, etsi in his locis, quod omnis Gallia ad septentriones vergit, maturae sunt hiemes, tamen in Britanniam proficisci contendit, quod omnibus fere Gallicis bellis hostibus nostris inde subministrata auxilia intellegebat, et si tempus anni ad bellum gerendum deficeret, tamen magno sibi usui fore arbitrabatur, si modo insulam adiisset, genus hominum perspexisset, loca, portus, aditus cognovisset; quae omnia fere Gallis erant incognita",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
adit,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002476,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_20/Paragraphus_3,"Neque enim temere praeter mercatores illo adit quisquam, neque his ipsis quicquam praeter oram maritimam atque eas regiones quae sunt contra Galliam notum est",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
conuenire,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002589,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_21/Paragraphus_4,Huc naves undique ex finitimis regionibus et quam superiore aestate ad Veneticum bellum fecerat classem iubet convenire,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02433771-v
adeat,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002669,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_21/Paragraphus_8,Huic imperat quas possit adeat civitates horteturque ut populi Romani fidem sequantur seque celeriter eo venturum nuntiet,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02009962-v
egredi,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002695,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_21/Paragraphus_9,"Volusenus perspectis regionibus omnibus quantum ei facultatis dari potuit, qui navi egredi ac se barbaris committere non auderet, V die ad Caesarem revertitur quaeque ibi perspexisset renuntiat",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02019914-v
progredi,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002903,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_23/Paragraphus_1,fere vigilia solvit equitesque in ulteriorem portum progredi et naves conscendere et se sequi iussit,http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/01999581-v
egrediendum,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/Caesar_BellumGallicum_CaesBG4.BPN_t_0002960,http://lila-erc.eu/data/corpora/Lasla/id/corpus/CaesarBellum%20Gallicum/CiteStructure/Liber_4/Capitulum_23/Paragraphus_4,"Hunc ad egrediendum nequaquam idoneum locum arbitratus, dum reliquae naves eo convenirent ad horam nonam in ancoris expectavit",http://lila-erc.eu/data/lexicalResources/LatinWordNet/id/LexicalConcept/02019914-v
